clade_name	NCBI_tax_id	BFH12_S130	BH09_S83	BFH35_S153	BSE93_S121	BH47_S108	BH52_S112	BH36_S101	BFH33_S151	BFH9_S127	FH6_S167	BH10_S84	BFH15_S133	BFH22_S140	BFH31_S149	BH50_S111	BH30_S94	BFH32_S150	BFH6_S125	BFH8_S126	BSE100_S122	BFH20_S138	BFH21_S139	BFH14_S132	BFH24_S142	FH1_S162	BH34.B_S99	BH34.A_S98	BH06_S81	BSE79_S120	BH20_S88	BFH17_S135	BH31_S95	BH11_S85	BFH36_S154	BH22_S89	BFH38.B_S157	BH45_S106	BH61_S116	FH5_S166	BFH25_S143	BFH41_S160	BFH18_S136	BH59_S114	BH13_S86	BH03_S78	BH38_S103	BFH40_S159	BH33_S97	BH32_S96	BFH13_S131	BFH4_S124	BFH10_S128	BFH39_S158	BFH19_S137	BH37_S102	FH8_S169	BH04_S79	BH25_S91	BH01_S76	BFH23_S141	BH58_S113	BFH38.A_S156	BH14_S87	BSE74_S119	BH05_S80	BFH1_S123	FH3_S164	BH63_S118	BH48_S109	BFH34_S152	BFH28_S146	BH07_S82	BFH11_S129	BH44_S105	FH10_S171	FH9_S170	BFH27_S145	BFH29_S147	FH7_S168	BFH16_S134	FH4_S165	BH02_S77	BH29_S93	BH39_S104	BH60_S115	BH62_S117	BH27_S92	BFH26_S144	BH35_S100	BFH37_S155	FH2_S163	BFH42_S161	BH46_S107	BH24_S90	BH49_S110	BFH30_S148
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae	2;1224;1236;135613;255526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010020000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39068	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae;g__Halothiobacillus	2;1224;1236;135613;255526;109262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010020000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39068	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae;g__Halothiobacillus;s__Halothiobacillus_sp_15_55_196	2;1224;1236;135613;255526;109262;1970382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010020000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39068	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	2;1224;1236;91347	0.43868	0	9.505889999999999	0.31899	3.96277	0.43654	3.80146	11.85778	2.76998	1.78577	0.16418	0.22707	21.20544	72.54601	4.19794	10.955739999999999	1.40202	2.68227	10.07	0	1.1356600000000001	0.16674	0.8318200000000001	16.86404	9.98103	7.069660000000001	6.587969999999999	1.07002	1.0241200000000001	0.36435	0	4.34871	1.86536	2.33676	0.59859	1.94573	0	2.3731400000000002	11.77946	1.64	7.443239999999999	0.2766	0.9491299999999999	29.6202	0.9118700000000001	2.2389200000000002	3.24527	6.6645199999999996	0.02469	0	1.76006	0.41157	17.252470000000002	46.25411	1.91307	6.28181	0	1.17782	0.26137	0.12687	1.01395	1.61398	0.37464000000000003	0	1.43677	0.5899399999999999	0.31085999999999997	9.480260000000001	4.04779	3.5830300000000004	11.20983	0.01099	2.27235	0	0	2.2879400000000003	1.04568	10.96652	11.560080000000001	3.46558	6.43508	69.17121999999999	5.315519999999999	3.6770699999999996	1.4894100000000001	2.68058	2.67773	3.16712	1.9153200000000001	13.303889999999999	1.6639700000000002	1.6883400000000002	0.9336899999999999	0.15627	1.4562700000000002	23.56616
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacterales_unclassified	2;1224;1236;91347;	0	0	0	0	0	0	0	0	0	0.021269999999999997	0	0	0	0.032010000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00532	0	0	0.011090000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacterales_unclassified;g__Phytobacter	2;1224;1236;91347;;447792	0	0	0	0	0	0	0	0	0	0.021269999999999997	0	0	0	0.032010000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacterales_unclassified;g__Phytobacter;s__Phytobacter_ursingii	2;1224;1236;91347;;447792;1972431	0	0	0	0	0	0	0	0	0	0.021269999999999997	0	0	0	0.032010000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacterales_unclassified;g__Plesiomonas	2;1224;1236;91347;;702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011090000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacterales_unclassified;g__Plesiomonas;s__Plesiomonas_shigelloides	2;1224;1236;91347;;702;703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011090000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	2;1224;1236;91347;543	0.43868	0	9.28323	0.31899	3.96277	0.43654	3.80146	11.85778	2.76998	1.71695	0.15559	0.22707	21.20544	72.46415	4.19794	10.955739999999999	1.40202	2.68227	10.07	0	1.1356600000000001	0.16674	0.8318200000000001	16.86404	9.25816	7.069660000000001	6.587969999999999	1.07002	1.0241200000000001	0.36435	0	4.34871	1.86536	2.33676	0.59859	1.77046	0	2.3731400000000002	11.75015	1.64	7.40642	0.26552	0.9491299999999999	29.6202	0.9118700000000001	2.2389200000000002	3.23126	6.6645199999999996	0.02469	0	1.76006	0.41157	16.802229999999998	44.331790000000005	1.91307	6.20857	0	1.175	0.26137	0.12687	1.01395	1.45896	0.37464000000000003	0	1.43677	0.5899399999999999	0.31085999999999997	9.480260000000001	3.98659	3.56255	11.20983	0	2.27235	0	0	2.2879400000000003	1.04568	4.19256	11.37504	3.46558	6.31838	69.03913	5.315519999999999	3.6770699999999996	1.4894100000000001	2.68058	2.67773	2.6858299999999997	1.9153200000000001	13.303889999999999	1.6639700000000002	0.83181	0.9336899999999999	0.15627	1.4562700000000002	21.6134
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter	2;1224;1236;91347;543;1903434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01932	0	0.08868999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter;s__Atlantibacter_hermannii	2;1224;1236;91347;543;1903434;565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01932	0	0.08868999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter	2;1224;1236;91347;543;544	0	0	7.62252	0.07456	0	0.35444000000000003	0	0.13194	0	0.10572000000000001	0.07254	0.02482	1.36989	7.8254600000000005	0	1.03716	0	0.23815999999999998	0.33924	0	0.64213	0	0	15.73944	1.0644	0.23135	0.34609	0	0	0	0	0.03646	0.70421	1.9787599999999999	0	0.5501699999999999	0	0.17239000000000002	7.05155	0.44338999999999995	0.07819	0	0.03273	0.39947	0.13445	0	0.33769	0.71343	0	0	0	0	0.593	25.8532	0.39873000000000003	1.30728	0	0	0	0.09641	0.34454	0.49628	0	0	0	0	0.02557	6.34886	0.9051	0.17217000000000002	0.15463	0	0	0	0	1.8162599999999998	0.42573	1.3468799999999999	3.0834099999999998	0.03874	3.8449199999999997	11.88969	0.7007	0.30896999999999997	0.01891	0.3314	0	0.54005	0	0.42357	0.242	0.22891999999999998	0	0	0.22393000000000002	0.1179
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_amalonaticus	2;1224;1236;91347;543;544;35703	0	0	0.47308	0	0	0	0	0.008790000000000001	0	0	0	0	1.30217	0	0	0	0	0	0	0	0.06116	0	0	0	0	0	0	0	0	0	0	0	0	0.06892000000000001	0	0	0	0	0	0.16719	0	0	0	0	0	0	0.01275	0	0	0	0	0	0.07203999999999999	11.56672	0	0	0	0	0	0.07765	0	0	0	0	0	0	0	0	0	0	0.07388	0	0	0	0	0	0.42573	0.0213	0	0	0	0	0	0	0	0	0	0.1589	0	0	0	0	0	0	0	0.015969999999999998
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_braakii	2;1224;1236;91347;543;544;57706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00503	0	0	0	0	0	0	0	0	0.028189999999999996	0	0.06182000000000001	0	0	0.20731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_europaeus	2;1224;1236;91347;543;544;1914243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_freundii	2;1224;1236;91347;543;544;546	0	0	4.71485	0.07456	0	0.25898000000000004	0	0.06572	0	0.0972	0.07254	0	0	1.6098299999999999	0	1.03716	0	0.23815999999999998	0.33924	0	0.27071	0	0	15.73944	0.6882699999999999	0	0.05895	0	0	0	0	0	0	1.1905700000000001	0	0.30838000000000004	0	0.06842999999999999	6.16375	0.08036	0.06114	0	0	0.13272	0.13445	0	0.17232999999999998	0.366	0	0	0	0	0.02386	7.74362	0.39873000000000003	0.7791899999999999	0	0	0	0	0.34454	0.29163	0	0	0	0	0.02054	6.34886	0.08142	0.03612	0.03399	0	0	0	0	0.91904	0	0	1.28041	0	1.53609	6.78488	0.5415399999999999	0.23995999999999998	0	0.26039	0	0	0	0.04944	0.1485	0.09851	0	0	0.16602	0.02825
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_koseri	2;1224;1236;91347;543;544;545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26674000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01822
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_pasteurii	2;1224;1236;91347;543;544;1563222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07479	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04165	0	0	0	0	0.03644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_portucalensis	2;1224;1236;91347;543;544;1639133	0	0	0.45093	0	0	0.09546	0	0.00922	0	0.00852	0	0	0	0.01701	0	0	0	0	0	0	0	0	0	0	0.02529	0	0	0	0	0	0	0	0	0.27213000000000004	0	0.10008	0	0	0.01007	0	0	0	0	0	0	0	0.03765	0	0	0	0	0	0	1.98943	0	0	0	0	0	0	0	0.0521	0	0	0	0	0	0	0.41568999999999995	0	0	0	0	0	0	0.25196	0	0	0	0	0.86387	0.06055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_sp_MGH106	2;1224;1236;91347;543;544;1686381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_werkmanii	2;1224;1236;91347;543;544;67827	0	0	0.32475	0	0	0	0	0.03742	0	0	0	0.02482	0.06773	5.84779	0	0	0	0	0	0	0.04467	0	0	0	0	0.23135	0.28714	0	0	0	0	0.03646	0.70421	0.007509999999999999	0	0	0	0.03213	0.0554	0.16437000000000002	0.01706	0	0.03273	0	0	0	0.03628	0.34743	0	0	0	0	0.48168	0.6878	0	0	0	0	0	0.01876	0	0	0	0	0	0	0	0	0.09533	0.13605	0.04676	0	0	0	0	0.15697	0	1.26376	0	0.03874	0.03115	4.1671	0.15916	0	0.01891	0	0	0.30232	0	0.35553	0	0	0	0	0.02395	0.05546
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_youngae	2;1224;1236;91347;543;544;133448	0	0	1.6589099999999999	0	0	0	0	0.010790000000000001	0	0	0	0	0	0.35083000000000003	0	0	0	0	0	0	0.2656	0	0	0	0.27605999999999997	0	0	0	0	0	0	0	0	0.43961999999999996	0	0.14172	0	0.07182999999999999	0.71443	0.03147	0	0	0	0	0	0	0.07868	0	0	0	0	0	0.015430000000000001	3.84378	0	0.51666	0	0	0	0	0	0.15256	0	0	0	0	0	0	0.31267	0	0	0	0	0	0	0.41844	0	0	1.7854900000000002	0	1.1700700000000002	0.87716	0	0.06901	0	0.07101	0	0.07883	0	0.0186	0.09351	0.13041	0	0	0.03397	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter	2;1224;1236;91347;543;413496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058200000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter_malonaticus	2;1224;1236;91347;543;413496;413503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45603999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter_sakazakii	2;1224;1236;91347;543;413496;28141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18519000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058200000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	2;1224;1236;91347;543;547	0	0	0.22475	0	0	0	0.09912	0.09676	0	0	0.00433	0	0	4.50876	0	0.24914	0.01932	0	0	0	0.04407	0	0	0	0.00217	0.45998	0.49868999999999997	0	0	0	0	0.4653	0	0.01284	0.01053	0	0	0.35838000000000003	0.056720000000000007	0.05819	0.027260000000000003	0	0	0.09516000000000001	0	0	0.01731	0.68542	0	0	0	0	0.0513	2.22792	0	0	0	0	0.0025800000000000003	0	0.11470999999999999	0	0	0	0	0	0	0	1.03383	0.030139999999999997	0	0	0	0	0	0	0	0.030430000000000002	0	0	0.0051600000000000005	1.41	0.04219	0.11559000000000001	0	0.15782000000000002	0	0	0	1.0287600000000001	0.009290000000000001	0.08753	0	0	0.23403000000000002	0.11383
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_bugandensis	2;1224;1236;91347;543;547;881260	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152	0	0	0	0	0	0.00445	0	0	0	0	0	0.02049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08753	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_cloacae_complex	2;1224;1236;91347;543;547;354276	0	0	0.21636999999999998	0	0	0	0	0.09676	0	0	0.00433	0	0	4.05349	0	0.24914	0.00626	0	0	0	0.04407	0	0	0	0.00217	0.45998	0.49868999999999997	0	0	0	0	0.4653	0	0.00526	0.01053	0	0	0.35838000000000003	0	0.05819	0.01206	0	0	0.09516000000000001	0	0	0.01286	0.68542	0	0	0	0	0.02539	2.1484	0	0	0	0	0.0025800000000000003	0	0	0	0	0	0	0	0	0	0.21004	0.00892	0	0	0	0	0	0	0	0.030430000000000002	0	0	0	0.051579999999999994	0.04219	0.11559000000000001	0	0.15782000000000002	0	0	0	0.8982399999999999	0.009290000000000001	0	0	0	0.23403000000000002	0.0339
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_mori	2;1224;1236;91347;543;547;539813	0	0	0.00838	0	0	0	0.09912	0	0	0	0	0	0	0.05975	0	0	0.013059999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00542	0.07952000000000001	0	0	0	0	0	0	0.11470999999999999	0	0	0	0	0	0	0	0.8237899999999999	0.02122	0	0	0	0	0	0	0	0	0	0	0.0051600000000000005	1.8025099999999998	0	0	0	0	0	0	0	0.13052	0	0	0	0	0	0.07993
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_soli	2;1224;1236;91347;543;547;885040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056720000000000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia	2;1224;1236;91347;543;561	0.43868	0	0.4556	0.24443	2.70834	0.0821	3.27094	4.53	2.76998	0.71065	0.03081	0.048780000000000004	15.85534	3.1577900000000003	3.69935	1.36255	1.067	2.4441200000000003	0.49799	0	0.39955	0.09416000000000001	0.8318200000000001	0	2.82418	3.8389300000000004	3.80715	0.80825	1.0241200000000001	0.36435	0	2.70106	0.53809	0.19364	0.45625	1.04949	0	0.5533899999999999	4.19434	0.83341	3.08298	0.26552	0.9163899999999999	0.48528000000000004	0.14764000000000002	2.11957	2.24085	3.84924	0.02469	0	0.39393	0.41157	7.98705	13.56785	1.51434	4.06961	0	1.1579700000000002	0	0	0.28915	0.9036200000000001	0	0	0.46783	0.5325300000000001	0.21548	3.1314	0.68679	1.1577	10.678519999999999	0	1.6319299999999999	0	0	0.08436	0.6199600000000001	1.76669	7.1213	3.13365	0.55789	0.21952	0.2444	2.43478	0.87916	0.88555	1.9672900000000002	1.77573	1.7775400000000001	3.24778	0.82716	0.51537	0.68834	0.15627	0.68909	12.033560000000001
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli	2;1224;1236;91347;543;561;562	0.43868	0	0.4556	0.24443	2.70834	0.0821	3.27094	4.53	2.76998	0.71065	0.03081	0.048780000000000004	15.85534	3.1577900000000003	3.69935	1.36255	1.067	2.4441200000000003	0.49799	0	0.39955	0.09416000000000001	0.8318200000000001	0	2.82418	3.8389300000000004	3.80715	0.80825	1.0241200000000001	0.36435	0	2.70106	0.53809	0.19364	0.45625	1.04949	0	0.5533899999999999	4.19434	0.83341	3.08298	0.26552	0.9163899999999999	0.48528000000000004	0.14764000000000002	2.11957	2.24085	3.84924	0.02469	0	0.39393	0.41157	7.98705	13.56785	1.51434	4.06961	0	1.1579700000000002	0	0	0.28915	0.9036200000000001	0	0	0.46783	0.5325300000000001	0.21548	3.1314	0.68679	1.1577	10.678519999999999	0	1.6319299999999999	0	0	0.08436	0.6199600000000001	1.76669	7.1213	3.13365	0.55789	0.21952	0.2444	2.43478	0.87916	0.88555	1.9672900000000002	1.77573	1.7775400000000001	3.24778	0.82716	0.51537	0.68834	0.15627	0.68909	12.033560000000001
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	2;1224;1236;91347;543;570	0	0	0.57016	0	1.25443	0	0.43138999999999994	6.93377	0	0.81374	0.0479	0.15348	3.98021	56.94335	0.49859	8.30689	0.29494000000000004	0	9.49417	0	0.0499	0.07257999999999999	0	1.1246	1.2121600000000001	2.94	1.93605	0.26176	0	0	0	1.1459	0.6230600000000001	0.15152000000000002	0.13180999999999998	0.1708	0	1.2889899999999999	0.28955	0.19141	4.21799	0	0	26.705009999999998	0.62978	0.11935	0.63541	1.41644	0	0	1.3661299999999998	0	8.17088	2.62374	0	0.8235299999999999	0	0.01702	0.25879	0.03046	0.26555	0.05906	0.37464000000000003	0	0.9689399999999999	0.0574	0.06981	0	1.36087	2.18275	0.37668	0	0.64042	0	0	0.34823000000000004	0	0.95406	1.13935	0.29319	1.8958099999999998	55.0713	4.32824	0.81772	0.59133	1.58	0.71044	0.37005	0.13777999999999999	8.60378	0.5855199999999999	0	0.24535	0	0.30922	9.34811
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_aerogenes	2;1224;1236;91347;543;570;548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07687000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_michiganensis	2;1224;1236;91347;543;570;1134687	0	0	0	0	0	0	0	0	0	0.05557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030060000000000003	0	0	0	0	0	0	0	0	0	0	0.01726	0	0	0	0	0	0	0	0	0.32159	0	0	0.048260000000000004	0	0	0	0	0	0	0	0	0	0	0	0.0132	0	0	0	0	0
